fare_amount,fare_class,passenger_count,Year,Month,Day,Hours,Minutes,mornight,Total distance
10.5,1,1,2010,4,24,20,9,1,3.118799145336055
25.7,1,1,2010,4,16,8,7,0,13.3362317909281
9.7,0,1,2010,4,12,19,49,1,2.6212377646221783
8.5,0,1,2010,4,13,2,58,0,3.1374973370389156
6.1,0,1,2010,4,21,14,31,1,1.1371294443910753
5.3,0,1,2010,4,12,16,26,1,0.8826741944806576
5.7,0,1,2010,4,13,13,44,1,1.7492369706379043
11.3,1,1,2010,4,18,5,12,0,5.550753430915259
5.0,0,1,2010,4,19,21,42,1,0.8179849147222501
5.3,0,1,2010,4,16,9,18,0,0.9841321152320195
14.1,1,3,2010,4,24,7,39,0,4.444386684466228
6.9,0,4,2010,4,23,22,6,1,3.055176894491436
49.57,1,2,2010,4,12,13,6,1,2.0242777673842727
12.5,1,1,2010,4,23,3,44,0,4.440798390821645
4.1,0,1,2010,4,18,10,38,0,0.7085108614588318
6.1,0,1,2010,4,19,22,55,1,1.6614067212409191
7.3,0,1,2010,4,24,17,12,1,3.2443409551475524
14.5,1,1,2010,4,18,12,18,1,3.519646264181089
4.9,0,2,2010,4,15,15,29,1,1.6238075311275126
6.1,0,1,2010,4,23,17,15,1,1.9993062692568846
6.9,0,1,2010,4,14,11,25,0,1.3084352523889058
7.3,0,1,2010,4,18,16,36,1,2.7232043566253417
5.7,0,2,2010,4,13,3,54,0,0.9982777936535451
13.7,1,1,2010,4,11,0,18,0,4.951426324423772
6.5,0,1,2010,4,17,20,13,1,1.7995378847843262
8.9,0,1,2010,4,23,4,58,0,2.6524193807166494
16.9,1,1,2010,4,22,3,5,0,7.15327022704506
10.1,1,1,2010,4,16,17,0,1,2.579444839502401
49.57,1,3,2010,4,13,1,39,0,21.218676651606824
11.3,1,1,2010,4,24,6,26,0,4.650161285260434
10.1,1,2,2010,4,16,11,0,0,2.1412816009203883
7.7,0,1,2010,4,14,20,4,1,1.225349724015268
2.9,0,1,2010,4,14,21,40,1,0.1371069791485449
15.3,1,1,2010,4,24,19,24,1,5.040687971031668
6.1,0,1,2010,4,22,12,51,1,1.9508345392242044
11.7,1,1,2010,4,18,2,25,0,4.205619809756515
11.7,1,1,2010,4,14,13,57,1,2.667274184210733
11.3,1,1,2010,4,20,12,3,1,2.4001357351203856
7.7,0,2,2010,4,23,14,52,1,0.9575604717482056
5.3,0,1,2010,4,24,17,35,1,1.4767760757147081
6.9,0,1,2010,4,17,6,49,0,1.4530524229893507
10.1,1,1,2010,4,24,20,11,1,3.320081880026212
7.7,0,1,2010,4,24,9,0,0,3.11635961195205
7.3,0,1,2010,4,18,12,33,1,2.343064145424943
5.7,0,1,2010,4,18,4,51,0,1.6565560373642096
11.3,1,1,2010,4,19,6,5,0,5.021188938540128
8.5,0,1,2010,4,23,2,46,0,3.8451984466310676
12.5,1,3,2010,4,22,16,45,1,4.04210325314117
4.5,0,1,2010,4,14,7,31,0,0.8033062553432136
5.3,0,2,2010,4,16,22,29,1,1.1452248365604
5.7,0,1,2010,4,16,11,8,0,0.9085867513496408
7.3,0,2,2010,4,13,5,44,0,0.1824249809098045
6.9,0,5,2010,4,12,18,0,1,1.536293050665397
5.3,0,1,2010,4,16,22,3,1,0.8713632089558244
6.1,0,1,2010,4,18,18,28,1,1.1749992135073737
8.5,0,1,2010,4,18,16,0,1,1.937752392105241
7.7,0,1,2010,4,23,20,35,1,2.342490423083821
11.3,1,1,2010,4,23,0,3,0,5.039620407522987
17.3,1,1,2010,4,16,6,58,0,9.644195923174081
5.7,0,2,2010,4,20,8,1,0,0.9164333565191383
17.7,1,1,2010,4,13,4,12,0,5.567440016199604
10.1,1,1,2010,4,12,11,13,0,3.857849016149803
4.9,0,1,2010,4,11,20,29,1,1.1027084522871042
8.1,0,1,2010,4,19,20,32,1,3.363370284190095
45.0,1,1,2010,4,18,18,51,1,22.62733311836253
6.9,0,1,2010,4,22,16,16,1,1.0988926577781135
6.9,0,1,2010,4,24,16,0,1,1.0761297673967434
28.5,1,1,2010,4,14,20,41,1,10.917110932638742
8.9,0,1,2010,4,13,17,34,1,3.9826132169515205
40.4,1,1,2010,4,23,8,6,0,2.498838138887589
5.7,0,5,2010,4,13,3,49,0,1.4039895446369628
8.9,0,1,2010,4,20,3,57,0,3.1292130549243
6.9,0,2,2010,4,12,3,35,0,1.2734537084431632
6.1,0,2,2010,4,16,5,1,0,1.540367099283674
6.9,0,2,2010,4,16,19,28,1,2.60069085172702
7.7,0,1,2010,4,16,6,54,0,1.8213878408366901
7.3,0,1,2010,4,13,4,52,0,2.1728626174686854
15.7,1,1,2010,4,23,6,15,0,6.207682031930601
6.1,0,1,2010,4,12,11,53,0,1.4198923360717062
6.5,0,1,2010,4,15,4,14,0,2.2444941608614086
8.9,0,2,2010,4,20,17,1,1,2.3654501417636813
10.5,1,1,2010,4,19,7,51,0,2.3711914091534423
7.3,0,2,2010,4,22,15,0,1,1.2726198933710755
46.5,1,2,2010,4,20,9,27,0,15.273121654926976
27.47,1,1,2010,4,20,15,33,1,10.131904828780007
19.7,1,2,2010,4,19,17,8,1,5.108890939812251
10.9,1,1,2010,4,16,11,8,0,2.5094162031587146
7.3,0,1,2010,4,18,3,53,0,3.842167655646678
24.5,1,1,2010,4,18,8,37,0,8.604138088530947
26.5,1,1,2010,4,11,12,44,1,9.497325075160338
11.3,1,1,2010,4,15,11,26,0,3.713369876537518
5.7,0,1,2010,4,23,10,42,0,1.661676842663323
16.9,1,1,2010,4,18,21,9,1,8.097705811218148
4.5,0,1,2010,4,22,15,37,1,1.5690016432116758
3.7,0,1,2010,4,14,1,39,0,0.7351662574693786
6.9,0,5,2010,4,20,8,16,0,1.8376173101950302
12.9,1,2,2010,4,17,16,10,1,3.476156242365922
4.1,0,2,2010,4,24,13,2,1,1.311212112022783
8.5,0,1,2010,4,23,16,52,1,3.497844551193262
4.5,0,1,2010,4,22,4,26,0,0.32438687831876956
4.1,0,1,2010,4,14,12,8,1,1.0986733024816682
10.9,1,1,2010,4,24,16,53,1,3.9910835559416897
3.7,0,1,2010,4,22,23,8,1,0.5538141306333882
5.7,0,3,2010,4,18,15,12,1,2.503493283320753
6.9,0,1,2010,4,19,20,42,1,2.3971846482684906
5.3,0,1,2010,4,20,16,36,1,1.270205136490441
2.5,0,1,2010,4,16,10,12,0,0.05146309913983402
15.7,1,1,2010,4,11,11,0,0,8.387565166518812
6.5,0,1,2010,4,17,17,49,1,1.4060468651064575
2.9,0,1,2010,4,12,21,29,1,0.4488229261708307
6.1,0,1,2010,4,20,2,25,0,1.5354106625133688
45.0,1,1,2010,4,23,5,18,0,19.877932596279955
5.3,0,1,2010,4,14,16,29,1,2.3401677679979236
8.9,0,1,2010,4,13,19,2,1,3.0800132366437376
3.7,0,1,2010,4,22,13,47,1,0.8632280164875221
11.7,1,2,2010,4,21,16,11,1,2.936462799647124
10.1,1,2,2010,4,13,0,19,0,2.8527458079490424
25.3,1,1,2010,4,19,17,43,1,14.187982964190697
5.7,0,1,2010,4,13,2,59,0,1.1504757393995948
15.7,1,1,2010,4,11,13,28,1,1.5175845818764988
5.3,0,1,2010,4,15,13,53,1,1.6048666903364293
8.1,0,2,2010,4,20,4,44,0,2.0514651310004988
9.3,0,2,2010,4,13,20,20,1,3.2208173174962025
6.9,0,1,2010,4,11,8,26,0,1.5032951960338201
8.1,0,1,2010,4,22,10,46,0,1.9032844043605703
10.1,1,1,2010,4,24,14,36,1,3.936518605010068
6.1,0,3,2010,4,14,3,36,0,2.0227815630846004
9.3,0,1,2010,4,18,10,7,0,1.9725407296449593
11.3,1,1,2010,4,21,4,14,0,4.842308648931692
3.7,0,1,2010,4,24,20,24,1,0.9814441532653021
7.7,0,1,2010,4,22,2,48,0,3.3174136480060783
7.7,0,1,2010,4,20,18,4,1,2.120903492433424
4.9,0,1,2010,4,20,15,46,1,1.188345432145225
4.5,0,1,2010,4,23,15,19,1,1.4015772701779179
3.7,0,1,2010,4,15,4,43,0,0.4140935537477394
5.7,0,3,2010,4,20,13,30,1,1.7502885487351112
12.5,1,1,2010,4,11,19,19,1,4.905279120728172
4.1,0,1,2010,4,22,10,26,0,0.9313134826526723
9.7,0,1,2010,4,11,10,29,0,2.7506957487058448
12.5,1,3,2010,4,23,15,38,1,4.379898793442915
6.9,0,1,2010,4,16,14,24,1,2.0173043883118753
8.1,0,1,2010,4,16,22,18,1,3.9392924910111136
6.1,0,2,2010,4,13,17,4,1,2.2056099700258316
6.9,0,1,2010,4,22,9,55,0,1.5990346201290428
32.67,1,5,2010,4,22,10,15,0,9.21412512319752
5.3,0,1,2010,4,14,18,6,1,1.4539398489766244
4.9,0,2,2010,4,14,12,59,1,1.4745417850219122
15.3,1,1,2010,4,20,1,24,0,6.39129110420553
25.7,1,1,2010,4,21,10,30,0,9.089548842852121
28.1,1,1,2010,4,18,13,3,1,13.518107468088555
49.57,1,1,2010,4,19,13,14,1,20.814385706200806
8.5,0,2,2010,4,24,7,15,0,3.2227126433294986
25.47,1,1,2010,4,22,5,16,0,8.394042951266842
4.1,0,2,2010,4,21,15,19,1,0.9660070502468191
14.5,1,1,2010,4,24,6,1,0,5.509946279513951
22.1,1,1,2010,4,14,8,49,0,7.900156499473681
6.1,0,1,2010,4,22,7,34,0,1.1949858830954765
9.7,0,3,2010,4,24,13,29,1,2.4055466303153206
9.7,0,1,2010,4,16,7,23,0,3.1251604797186037
4.5,0,1,2010,4,17,16,22,1,1.130645714529194
5.3,0,1,2010,4,23,5,39,0,1.1145821456759313
4.1,0,1,2010,4,11,10,42,0,0.7960269748428759
11.7,1,1,2010,4,12,0,20,0,5.736477660667051
7.3,0,3,2010,4,13,10,31,0,2.675248927611928
4.5,0,1,2010,4,22,2,41,0,0.7151564360305718
10.1,1,2,2010,4,23,15,53,1,2.2144953206668587
7.7,0,1,2010,4,15,10,56,0,1.930245114609947
11.7,1,1,2010,4,14,9,34,0,4.6969775963169
8.5,0,1,2010,4,24,23,15,1,2.6938363669100993
8.1,0,2,2010,4,13,18,11,1,1.3872417328306068
4.5,0,2,2010,4,20,18,51,1,0.9697786934774644
6.5,0,1,2010,4,19,16,20,1,1.5586127629316204
4.9,0,2,2010,4,22,5,40,0,0.9165588718384653
10.5,1,1,2010,4,17,6,42,0,1.0376253303210343
12.5,1,2,2010,4,17,14,46,1,0.14711758520953186
6.1,0,2,2010,4,20,4,1,0,1.88261334250866
8.1,0,2,2010,4,19,10,56,0,1.9461071677498183
8.9,0,1,2010,4,18,6,59,0,2.1028341420855368
18.5,1,1,2010,4,22,7,17,0,5.05612202847129
5.7,0,1,2010,4,22,15,13,1,1.338957290083334
42.1,1,1,2010,4,19,19,0,1,17.305410638603163
8.5,0,1,2010,4,13,3,47,0,1.9307478491857708
6.9,0,1,2010,4,14,12,21,1,1.357364696682691
10.1,1,2,2010,4,22,15,44,1,1.5638891373100179
3.3,0,1,2010,4,13,7,42,0,0.4985836528611377
28.9,1,1,2010,4,18,4,25,0,16.43554056024279
24.9,1,1,2010,4,16,12,39,1,9.587899132756554
5.7,0,1,2010,4,15,20,28,1,0.9248600454712945
13.7,1,1,2010,4,23,2,4,0,5.139971856103239
4.1,0,1,2010,4,19,0,34,0,0.9506109644449757
8.9,0,1,2010,4,13,18,29,1,4.045559297742911
24.5,1,1,2010,4,15,9,57,0,12.23491091825604
5.7,0,1,2010,4,11,7,3,0,1.5784347517951482
25.47,1,1,2010,4,23,9,53,0,6.7897183682506315
10.5,1,1,2010,4,24,13,25,1,2.9180161814041004
36.5,1,3,2010,4,11,0,45,0,16.45938362496468
6.1,0,1,2010,4,18,11,50,0,1.517173727087081
5.7,0,1,2010,4,16,6,35,0,0.899383098445197
12.1,1,2,2010,4,16,3,38,0,5.495986982611589
6.9,0,1,2010,4,20,9,25,0,0.9612124723475631
3.7,0,2,2010,4,21,10,2,0,0.858262144317677
3.7,0,2,2010,4,17,10,24,0,0.4521807341330552
12.5,1,1,2010,4,13,13,12,1,2.024623052841556
24.5,1,2,2010,4,11,18,1,1,11.342113706437868
36.67,1,1,2010,4,18,9,13,0,8.583991104723367
28.5,1,2,2010,4,24,7,47,0,10.050052582578433
6.5,0,1,2010,4,18,4,11,0,0.9393205366551929
7.7,0,2,2010,4,14,20,15,1,2.4815442924161815
5.7,0,2,2010,4,14,6,40,0,1.8019931935489457
11.3,1,1,2010,4,20,15,31,1,4.355282985329703
11.7,1,1,2010,4,16,9,45,0,1.9849783312840652
12.5,1,1,2010,4,16,20,33,1,5.624689770046248
6.1,0,1,2010,4,12,7,9,0,2.497765363845361
6.5,0,1,2010,4,24,17,34,1,2.0202852137375715
12.5,1,1,2010,4,15,10,30,0,3.895576259800175
5.7,0,1,2010,4,16,10,4,0,1.4369334572232229
10.1,1,3,2010,4,18,11,15,0,2.6686907359445766
7.7,0,1,2010,4,12,16,35,1,1.393696274799325
4.9,0,1,2010,4,16,5,41,0,0.5201007966285549
29.3,1,1,2010,4,12,21,37,1,17.799120511057122
18.9,1,1,2010,4,15,18,45,1,5.730905082039779
4.1,0,1,2010,4,17,8,7,0,0.7760891759401161
10.5,1,1,2010,4,18,8,47,0,3.310182517142561
6.5,0,2,2010,4,23,17,33,1,2.702835299171098
16.5,1,1,2010,4,24,19,13,1,5.884674362654686
14.1,1,1,2010,4,19,12,34,1,5.260703123202135
5.3,0,1,2010,4,20,15,50,1,1.6909187992379042
11.7,1,2,2010,4,19,11,7,0,4.369554309650757
8.1,0,1,2010,4,20,20,6,1,3.8513483734856635
10.5,1,1,2010,4,18,10,53,0,4.006416428648399
7.7,0,1,2010,4,13,10,9,0,3.2697292766615513
9.3,0,1,2010,4,22,7,3,0,3.824608714833806
6.5,0,3,2010,4,12,9,48,0,9.224227321626357
12.1,1,1,2010,4,13,18,18,1,5.219981872587425
10.1,1,2,2010,4,11,15,43,1,1.9708597525733
17.3,1,1,2010,4,18,22,50,1,7.36862277364949
14.9,1,1,2010,4,12,23,31,1,5.542597053386733
13.7,1,2,2010,4,21,4,58,0,5.288693610776606
6.5,0,2,2010,4,13,13,51,1,2.4028353120946475
13.7,1,2,2010,4,23,20,3,1,5.107286310021179
16.1,1,2,2010,4,19,18,53,1,7.562547859789661
14.5,1,1,2010,4,15,17,2,1,7.002471670862538
4.5,0,1,2010,4,12,8,19,0,1.094282866518
16.9,1,1,2010,4,24,19,55,1,6.472134771289959
5.3,0,1,2010,4,12,9,56,0,1.6289188126200858
4.5,0,2,2010,4,14,7,36,0,1.3912956188203036
16.990000000000002,1,2,2010,4,15,18,49,1,9.280913449552289
7.3,0,4,2010,4,24,7,2,0,2.4207641080607054
6.5,0,1,2010,4,22,8,17,0,1.4721728440551556
4.5,0,1,2010,4,17,17,42,1,1.1151376739404368
13.7,1,1,2010,4,22,19,6,1,5.653802808035164
6.5,0,1,2010,4,24,11,34,0,3.050963221332202
14.9,1,5,2010,4,23,0,10,0,7.134901100524127
6.1,0,2,2010,4,16,18,54,1,0.82117808735112
15.7,1,1,2010,4,14,12,13,1,4.934442466487661
12.9,1,2,2010,4,24,22,29,1,6.833152467312839
3.7,0,1,2010,4,11,5,47,0,0.8583127942693578
6.9,0,1,2010,4,22,16,4,1,0.8208538660247056
6.5,0,2,2010,4,24,18,37,1,1.7661062740426297
11.3,1,1,2010,4,24,18,43,1,2.8423948455355625
5.7,0,1,2010,4,14,16,3,1,1.5820835859432334
13.3,1,1,2010,4,18,23,33,1,7.217286260644485
5.3,0,1,2010,4,24,15,31,1,1.4305005697277589
5.7,0,1,2010,4,23,4,23,0,1.036782030247174
10.5,1,2,2010,4,18,2,10,0,3.960970018415601
4.5,0,1,2010,4,16,3,58,0,1.3640844733798139
10.9,1,1,2010,4,20,10,49,0,2.3564021379970987
14.1,1,1,2010,4,16,6,27,0,6.054370702999288
6.1,0,1,2010,4,13,13,8,1,1.3782680891467343
4.9,0,1,2010,4,14,17,9,1,1.1669952556553176
4.9,0,1,2010,4,15,1,34,0,1.9860153963502747
8.5,0,1,2010,4,13,8,57,0,2.2069577271770253
33.07,1,2,2010,4,23,7,11,0,9.657596762971368
4.9,0,1,2010,4,16,22,47,1,0.945459255787854
8.1,0,4,2010,4,21,6,34,0,3.3986872529419156
4.9,0,2,2010,4,11,17,22,1,1.3895023565474482
11.7,1,1,2010,4,19,11,57,0,4.947424577750608
13.3,1,3,2010,4,24,16,0,1,3.6239215840977943
7.3,0,2,2010,4,18,10,0,0,1.4105899732047082
7.3,0,1,2010,4,11,5,54,0,2.3868766782828224
11.3,1,1,2010,4,12,19,48,1,4.473717197034355
5.7,0,1,2010,4,13,4,15,0,1.0098541372313983
4.9,0,1,2010,4,20,7,5,0,0.5803956356994417
6.1,0,2,2010,4,13,19,29,1,1.704114903733145
20.9,1,1,2010,4,16,13,32,1,4.810745646519596
3.7,0,1,2010,4,14,9,11,0,0.24547408866762385
5.3,0,1,2010,4,15,13,41,1,1.1480431468351193
12.1,1,1,2010,4,23,11,38,0,3.1249291861329165
6.9,0,1,2010,4,14,4,40,0,2.0954583619683245
8.1,0,1,2010,4,14,19,26,1,3.6885493826377185
18.9,1,1,2010,4,17,21,39,1,9.103992772167967
3.7,0,1,2010,4,15,16,20,1,0.5509802067357004
6.5,0,1,2010,4,11,16,7,1,0.7677363999039296
6.9,0,1,2010,4,12,18,42,1,2.0100888817903755
6.5,0,1,2010,4,19,10,42,0,2.1862026740466853
33.07,1,1,2010,4,19,6,30,0,10.143505362559628
8.9,0,1,2010,4,12,16,58,1,4.644238791809517
3.7,0,1,2010,4,17,3,45,0,0.5290882550415138
10.1,1,1,2010,4,14,9,6,0,2.2797505458642786
9.3,0,1,2010,4,22,15,6,1,3.8209833486074425
8.1,0,1,2010,4,12,13,27,1,1.700830986066828
5.7,0,1,2010,4,14,16,2,1,1.5316558977563488
4.5,0,2,2010,4,15,0,3,0,0.9500946477072881
34.5,1,1,2010,4,21,16,15,1,14.858887912420355
6.1,0,1,2010,4,23,20,39,1,2.0284068306030356
10.1,1,2,2010,4,11,15,37,1,3.502908460356275
12.9,1,1,2010,4,18,0,25,0,6.5157703374350335
10.1,1,1,2010,4,15,11,7,0,2.963814673728279
4.9,0,1,2010,4,24,14,49,1,1.1371243622176963
4.5,0,1,2010,4,20,6,19,0,1.47869450277252
9.7,0,1,2010,4,22,5,26,0,3.559247612373547
5.3,0,1,2010,4,11,19,55,1,1.999038214934359
10.1,1,1,2010,4,12,16,25,1,3.7206627549281177
3.7,0,1,2010,4,12,18,19,1,3.7899720431735395
4.9,0,2,2010,4,15,13,35,1,1.4489180352038584
13.3,1,2,2010,4,24,16,29,1,4.406075198961594
4.5,0,1,2010,4,17,21,30,1,1.1747573421061854
4.9,0,1,2010,4,18,23,45,1,1.4699072088889484
4.9,0,1,2010,4,15,6,15,0,0.80587538968639
6.9,0,1,2010,4,20,7,32,0,2.694980708101371
9.7,0,2,2010,4,16,3,28,0,3.844447719377435
7.7,0,1,2010,4,23,21,49,1,2.212932547002096
4.5,0,2,2010,4,21,15,14,1,0.7952580223296958
4.9,0,2,2010,4,19,19,57,1,1.2679172185369478
7.7,0,1,2010,4,14,14,50,1,2.648146403441458
6.9,0,1,2010,4,11,3,3,0,2.989052327200527
4.9,0,1,2010,4,17,10,22,0,0.835305023527297
9.7,0,1,2010,4,21,10,9,0,3.6813884291379386
9.3,0,1,2010,4,19,13,57,1,2.6520404624257323
11.3,1,1,2010,4,12,21,1,1,1.0038030953008024
4.9,0,1,2010,4,24,9,18,0,0.6495696338829082
8.1,0,2,2010,4,24,11,31,0,2.484105631318868
12.5,1,1,2010,4,12,17,1,1,5.517912037954739
4.9,0,1,2010,4,19,9,46,0,1.6644852029919233
17.3,1,1,2010,4,20,14,16,1,8.883061523912138
14.5,1,1,2010,4,13,5,52,0,5.5693739636172355
3.7,0,1,2010,4,15,16,1,1,0.8195962744846396
28.67,1,1,2010,4,22,7,4,0,10.692423547180148
9.3,0,1,2010,4,13,18,12,1,4.064222291598629
11.7,1,1,2010,4,19,18,56,1,4.5987079171330505
15.87,1,1,2010,4,17,19,55,1,4.12412009100488
12.5,1,1,2010,4,21,0,8,0,6.22171796159444
11.7,1,1,2010,4,24,16,10,1,1.440595238429248
4.5,0,1,2010,4,12,14,18,1,1.3219792820050793
6.9,0,1,2010,4,21,3,41,0,2.5606688211358057
14.5,1,3,2010,4,11,6,20,0,3.1428353962267233
15.3,1,1,2010,4,13,13,57,1,5.0925869650753075
6.9,0,2,2010,4,16,20,5,1,3.0047044279329347
8.5,0,1,2010,4,14,12,4,1,2.6470322837965035
8.1,0,5,2010,4,22,19,1,1,1.9740795043613333
4.5,0,1,2010,4,21,14,2,1,0.6008687158493871
34.67,1,2,2010,4,18,10,8,0,12.768575380672733
7.3,0,1,2010,4,19,10,20,0,1.4351681400131953
6.1,0,1,2010,4,12,2,6,0,2.1929187669660934
4.9,0,1,2010,4,12,21,35,1,1.2893084779520105
5.7,0,2,2010,4,22,5,42,0,1.3465527469910443
6.9,0,2,2010,4,13,15,39,1,2.4983936498371055
12.5,1,1,2010,4,23,5,44,0,3.177891277592548
8.5,0,1,2010,4,23,22,18,1,4.039925048242345
9.7,0,1,2010,4,22,18,33,1,2.0667913505845816
22.5,1,1,2010,4,23,20,20,1,5.518084284176642
8.1,0,1,2010,4,16,17,8,1,2.9527462105937823
6.1,0,1,2010,4,11,16,11,1,1.2886133533071327
14.1,1,1,2010,4,22,21,4,1,6.229312254424385
6.5,0,1,2010,4,16,14,9,1,1.7049616803747916
4.1,0,1,2010,4,13,2,28,0,0.9354656357172835
14.5,1,1,2010,4,22,22,52,1,6.680669026795487
10.1,1,1,2010,4,17,15,44,1,1.770868827488038
3.7,0,1,2010,4,17,14,47,1,0.7823946390944481
4.1,0,1,2010,4,18,13,44,1,4.957488314457603
4.5,0,1,2010,4,24,16,56,1,1.1546338029046541
4.9,0,1,2010,4,14,2,28,0,0.8917916340092399
5.3,0,1,2010,4,16,15,55,1,1.3093048331122163
4.9,0,1,2010,4,20,9,18,0,0.7940528547368216
8.9,0,1,2010,4,16,19,27,1,3.08072180872311
14.5,1,2,2010,4,23,22,21,1,5.790761646771264
3.3,0,2,2010,4,19,13,55,1,0.6555911373156881
5.3,0,1,2010,4,12,23,3,1,1.7116601057610519
5.7,0,1,2010,4,15,10,20,0,1.2859180454433345
8.1,0,1,2010,4,16,22,48,1,2.78010872232263
12.1,1,1,2010,4,24,1,32,0,5.617702825553187
43.7,1,1,2010,4,12,19,35,1,20.204823860133867
10.5,1,3,2010,4,20,21,49,1,3.4323460967066177
3.7,0,2,2010,4,18,15,52,1,0.6034390682930612
3.7,0,1,2010,4,13,13,41,1,0.6702411714694837
26.1,1,1,2010,4,23,15,17,1,13.838174121898543
9.7,0,1,2010,4,13,8,38,0,3.1530832939585918
12.1,1,2,2010,4,17,17,2,1,5.379872179265028
3.7,0,1,2010,4,14,6,16,0,0.5173265084327071
6.5,0,1,2010,4,20,2,47,0,2.461636001630165
4.1,0,1,2010,4,11,14,44,1,0.7802103083092748
11.3,1,2,2010,4,20,18,36,1,5.081993006499356
6.5,0,1,2010,4,12,5,34,0,1.8425324207139058
6.9,0,1,2010,4,15,23,8,1,1.9176178396734662
10.9,1,1,2010,4,16,11,52,0,3.281590791668085
6.9,0,1,2010,4,18,1,27,0,1.712515617394529
18.5,1,1,2010,4,23,1,59,0,7.850067560898441
8.1,0,3,2010,4,15,5,55,0,2.205743278728128
32.67,1,1,2010,4,11,9,19,0,4.817990148278521
5.3,0,1,2010,4,16,18,58,1,1.458881249903395
3.7,0,1,2010,4,21,21,16,1,1.1117940058261844
6.5,0,1,2010,4,13,14,17,1,2.0903174748084004
